0101_003.png,770,946,2070,2973,table
0110_099.png,270,1653,2280,2580,table
0113_013.png,303,343,2273,2953,table
0140_007.png,664,1782,1814,2076,table
0146_281.png,704,432,1744,1552,table
0146_281.png,682,1740,1800,2440,table
0147_090.png,326,413,2106,1616,table
0147_090.png,760,1843,1643,2393,table
0147_125.png,310,338,2310,912,table
0147_125.png,754,1184,1798,1514,table
0147_256.png,590,366,1940,1520,table
0147_256.png,368,1928,2140,2566,table
0148_271.png,374,384,2102,1392,table
0148_479.png,933,426,2130,1506,table
0151_180.png,590,460,2060,2113,table
0151_208.png,576,440,2106,2130,table
0154_080.png,383,523,2920,2010,table
0154_474.png,526,526,3100,1943,table
0155_081.png,665,330,2165,3060,table
0199_384.png,93,556,2450,2816,table
0203_075.png,340,540,2323,1530,table
0206_007.png,313,483,2323,3000,table
0206_048.png,220,343,2956,1826,table
0207_025.png,340,510,2226,2973,table
0209_207.png,330,353,2293,2793,table
0210_111.png,306,323,2276,1913,table
0212_175.png,393,376,2376,1260,table
0219_043.png,413,480,2856,1756,table
0220_030.png,256,523,2200,3013,table
0223_017.png,373,480,2280,1823,table
0626_005.png,836,2356,1630,2796,table
0626_005.png,1656,2324,2428,2556,table
0651_008.png,300,523,1990,783,table
0651_013.png,363,673,2456,1963,table
0651_013.png,370,2056,2400,2880,table
0667_005.png,430,478,2262,964,table
0667_005.png,268,1178,2198,1600,table
0672_278.png,1342,740,2362,2002,table
0672_356.png,366,1003,1580,1350,table
0685_048.png,538,484,2164,998,table
0717_023.png,236,513,2116,1163,table
0717_023.png,220,2220,2120,2823,table
0725_043.png,350,1000,2170,2476,table
0765_005.png,676,390,2340,2480,table
1012_041.png,230,396,2266,2906,table
1040_032.png,626,526,1906,2456,table
1060_146.png,280,486,2960,1823,table
1060_195.png,360,2526,2336,2993,table
1060_223.png,582,464,2694,1666,table
1063_086.png,436,443,2520,2790,table
1078_082.png,403,726,2026,2623,table
1079_023.png,1082,422,2418,846,table
1079_023.png,1102,2054,2364,2434,table
1112_023.png,344,536,1656,852,table
1112_023.png,352,1058,1668,1364,table
1124_024.png,380,806,2976,1683,table
1124_039.png,313,390,1946,2800,table
1132_108.png,456,556,2088,1478,table
1156_004.png,116,676,2193,1533,table
1156_004.png,100,1638,2144,2760,table
1164_010.png,243,216,2326,2930,table
1175_032.png,206,616,3010,1200,table
1194_021.png,110,430,2990,1883,table
1201_273.png,403,553,2933,2046,table
1201_293.png,540,723,2833,1836,table
1238_006.png,414,382,2458,1458,table
1249_072.png,316,428,2346,1418,table
1289_014.png,1412,1810,2490,2882,table
1295_064.png,166,393,2230,3003,table
1339_086.png,266,233,2313,2940,table
1343_073.png,176,1400,1514,2126,table
1353_032.png,382,2242,2062,2850,table
1356_083.png,213,796,2200,1256,table
1356_119.png,180,350,3083,2050,table
1360_074.png,300,590,3090,1323,table
